homo_sapiens,mus_musculus,positive_match_percent
ENSG00000174938,ENSMUSG00000030683,97.6165
ENSG00000174943,ENSMUSG00000030685,95.4407
ENSG00000214530,ENSMUSG00000030688,87.02288122743069
ENSG00000169592,ENSMUSG00000030689,61.5079493071301
ENSG00000137478,ENSMUSG00000030691,96.67552746009184
ENSG00000129451,ENSMUSG00000030693,79.42236507968684
ENSG00000149925,ENSMUSG00000030695,97.3684
ENSG00000149923,ENSMUSG00000030697,100.0
ENSG00000149922,ENSMUSG00000030699,87.2852355477752
ENSG00000021300,ENSMUSG00000030701,96.7078
ENSG00000102886,ENSMUSG00000030703,85.80246443758091
ENSG00000175582,ENSMUSG00000030704,99.5192
ENSG00000175581,ENSMUSG00000030706,90.78014246207755
ENSG00000102879,ENSMUSG00000030707,97.397
ENSG00000187726,ENSMUSG00000030708,96.519
ENSG00000169035,ENSMUSG00000030713,84.4621870375073
ENSG00000176476,ENSMUSG00000030714,99.3174
ENSG00000176046,ENSMUSG00000030717,77.77779402529772
ENSG00000214517,ENSMUSG00000030718,99.2228
ENSG00000188603,ENSMUSG00000030720,90.1826
ENSG00000176953,ENSMUSG00000030722,76.77500218662433
ENSG00000177455,ENSMUSG00000030724,74.88666436939234
ENSG00000175536,ENSMUSG00000030725,89.6104
ENSG00000177548,ENSMUSG00000030727,89.75953271330556
ENSG00000165434,ENSMUSG00000030729,96.7015374070336
ENSG00000196296,ENSMUSG00000030730,98.6922
ENSG00000213023,ENSMUSG00000030731,97.02636968792193
ENSG00000054938,ENSMUSG00000030732,77.72622615457254
ENSG00000178188,ENSMUSG00000030733,93.254
ENSG00000137491,ENSMUSG00000030737,84.02285582039607
ENSG00000184110,ENSMUSG00000030738,97.91663230795548
ENSG00000105357,ENSMUSG00000030739,95.40429812477105
ENSG00000169682,ENSMUSG00000030741,96.0227
ENSG00000213658,ENSMUSG00000030742,72.00004255024929
ENSG00000103522,ENSMUSG00000030745,72.35240157910266
ENSG00000062282,ENSMUSG00000030747,97.16490000000002
ENSG00000077238,ENSMUSG00000030748,62.99689726453996
ENSG00000169189,ENSMUSG00000030750,94.50552596975501
ENSG00000129084,ENSMUSG00000030751,99.6198
ENSG00000155666,ENSMUSG00000030752,86.02410045347494
ENSG00000137492,ENSMUSG00000030753,97.30087054318417
ENSG00000129083,ENSMUSG00000030754,99.7901
ENSG00000155592,ENSMUSG00000030757,88.63518059486881
ENSG00000197601,ENSMUSG00000030759,99.6116
ENSG00000078124,ENSMUSG00000030760,95.5056
ENSG00000137474,ENSMUSG00000030761,98.6907
ENSG00000103375,ENSMUSG00000030762,83.908
ENSG00000205629,ENSMUSG00000030763,93.39340784748525
ENSG00000140750,ENSMUSG00000030766,88.47709509775068
ENSG00000154309,ENSMUSG00000030768,89.85221283194754
ENSG00000158865,ENSMUSG00000030769,93.02669528501971
ENSG00000197702,ENSMUSG00000030770,99.19359999999999
ENSG00000050165,ENSMUSG00000030772,89.55651676848298
ENSG00000149269,ENSMUSG00000030774,99.35721628758027
ENSG00000163519,ENSMUSG00000030775,81.46214707577879
ENSG00000122257,ENSMUSG00000030779,93.35567092400356
ENSG00000140688,ENSMUSG00000030780,88.0085464796478
ENSG00000140675,ENSMUSG00000030781,93.1445931667683
ENSG00000140682,ENSMUSG00000030782,86.01695750008425
ENSG00000156885,ENSMUSG00000030785,85.567
ENSG00000169896,ENSMUSG00000030786,84.95044572062527
ENSG00000133800,ENSMUSG00000030787,78.43748595898423
ENSG00000110315,ENSMUSG00000030788,99.56520000000002
ENSG00000140678,ENSMUSG00000030789,81.47511053670637
ENSG00000148926,ENSMUSG00000030790,73.17076259134387
ENSG00000104901,ENSMUSG00000030792,74.99999184860458
ENSG00000103490,ENSMUSG00000030793,80.41236344191657
ENSG00000089280,ENSMUSG00000030795,96.16860300714586
ENSG00000074219,ENSMUSG00000030796,95.53571546954156
ENSG00000104894,ENSMUSG00000030798,84.58908747067913
ENSG00000052344,ENSMUSG00000030800,83.87096453805327
ENSG00000103510,ENSMUSG00000030801,98.2533
ENSG00000103507,ENSMUSG00000030802,96.8447
ENSG00000103496,ENSMUSG00000030805,95.7983294219331
ENSG00000099365,ENSMUSG00000030806,100.0
ENSG00000099364,ENSMUSG00000030811,98.9614
ENSG00000099385,ENSMUSG00000030814,76.41922698746504
ENSG00000156873,ENSMUSG00000030815,95.81279999999998
ENSG00000103549,ENSMUSG00000030816,95.20480000000002
ENSG00000156858,ENSMUSG00000030822,79.69927879473062
ENSG00000104805,ENSMUSG00000030824,93.26090922188024
ENSG00000087076,ENSMUSG00000030825,88.39780166051098
ENSG00000105552,ENSMUSG00000030826,90.19105362197199
ENSG00000105550,ENSMUSG00000030827,81.1455878663225
ENSG00000005844,ENSMUSG00000030830,79.46011401105018
ENSG00000091262,ENSMUSG00000030834,86.23791071700866
ENSG00000103512,ENSMUSG00000030835,96.55175857592944
ENSG00000006611,ENSMUSG00000030838,94.63790047178084
ENSG00000129158,ENSMUSG00000030839,81.99567700884704
ENSG00000149357,ENSMUSG00000030842,99.3789
ENSG00000148908,ENSMUSG00000030844,93.9227
ENSG00000151923,ENSMUSG00000030846,97.26209616667985
ENSG00000151929,ENSMUSG00000030847,88.7152825000803
ENSG00000066468,ENSMUSG00000030849,97.65202020789475
ENSG00000107669,ENSMUSG00000030850,85.60815598385209
ENSG00000166796,ENSMUSG00000030851,88.253
ENSG00000138162,ENSMUSG00000030852,64.80176233177006
ENSG00000110786,ENSMUSG00000030854,91.68170897815098
ENSG00000196177,ENSMUSG00000030861,82.4971946421092
ENSG00000121898,ENSMUSG00000030862,92.6315839376731
ENSG00000166869,ENSMUSG00000030865,92.8571
ENSG00000134398,ENSMUSG00000030866,87.53406335819437
ENSG00000166851,ENSMUSG00000030867,97.6783
ENSG00000166847,ENSMUSG00000030868,100.0
ENSG00000004779,ENSMUSG00000030869,89.1026
ENSG00000103353,ENSMUSG00000030870,89.51260090589943
ENSG00000103356,ENSMUSG00000030871,92.3518
ENSG00000103365,ENSMUSG00000030872,90.6249710653407
ENSG00000168447,ENSMUSG00000030873,90.92327729310904
ENSG00000197006,ENSMUSG00000030876,99.05660000000002
ENSG00000140743,ENSMUSG00000030878,93.06928733396799
ENSG00000158042,ENSMUSG00000030879,90.02846921210008
ENSG00000058600,ENSMUSG00000030880,95.2045105504245
ENSG00000132254,ENSMUSG00000030881,99.4135
ENSG00000179532,ENSMUSG00000030882,79.68014206173055
ENSG00000140740,ENSMUSG00000030884,93.15669999999999
ENSG00000155714,ENSMUSG00000030887,81.88678362689504
ENSG00000132275,ENSMUSG00000030888,77.37226517256963
ENSG00000175267,ENSMUSG00000030889,82.16126547608111
ENSG00000166333,ENSMUSG00000030890,99.77880000000002
ENSG00000166340,ENSMUSG00000030894,94.93332496465943
ENSG00000110169,ENSMUSG00000030895,83.29720800203127
ENSG00000132259,ENSMUSG00000030897,96.3478
ENSG00000110148,ENSMUSG00000030898,92.66668136888858
ENSG00000103316,ENSMUSG00000030905,94.09886057146137
ENSG00000175311,ENSMUSG00000030909,87.61902915815962
ENSG00000103310,ENSMUSG00000030911,72.97667973650852
ENSG00000011638,ENSMUSG00000030917,82.6087
ENSG00000132256,ENSMUSG00000030921,68.14967307847508
ENSG00000102897,ENSMUSG00000030922,93.4426
ENSG00000005189,ENSMUSG00000030924,79.45209229131245
ENSG00000196678,ENSMUSG00000030929,84.11890188684404
ENSG00000182022,ENSMUSG00000030930,96.0784
ENSG00000065154,ENSMUSG00000030934,96.1276
ENSG00000005187,ENSMUSG00000030935,89.73513386364624
ENSG00000066654,ENSMUSG00000030942,89.04697841358539
ENSG00000183747,ENSMUSG00000030945,85.30161568737974
ENSG00000107902,ENSMUSG00000030946,92.2222
ENSG00000169347,ENSMUSG00000030954,71.20513820775578
ENSG00000189319,ENSMUSG00000030956,90.5213
ENSG00000203791,ENSMUSG00000030960,74.01865257891517
ENSG00000169344,ENSMUSG00000030963,85.33544224482968
ENSG00000165660,ENSMUSG00000030965,95.35157685905001
ENSG00000132109,ENSMUSG00000030966,81.75026163246338
ENSG00000019995,ENSMUSG00000030967,97.78084980521437
ENSG00000169340,ENSMUSG00000030968,83.7883741313186
ENSG00000175029,ENSMUSG00000030970,90.01519179551498
ENSG00000183549,ENSMUSG00000030972,93.51773018826363
ENSG00000175018,ENSMUSG00000030976,66.66662678737994
ENSG00000167325,ENSMUSG00000030978,98.7374
ENSG00000188690,ENSMUSG00000030979,87.1698
ENSG00000103550,ENSMUSG00000030980,71.2153514286456
ENSG00000154485,ENSMUSG00000030981,86.36763312314673
ENSG00000103544,ENSMUSG00000030982,96.5732
ENSG00000107949,ENSMUSG00000030983,92.06347196169202
ENSG00000089876,ENSMUSG00000030986,94.41825729376613
ENSG00000167323,ENSMUSG00000030987,88.80053197764633
ENSG00000148985,ENSMUSG00000030990,86.46746597891001
ENSG00000154493,ENSMUSG00000030994,70.74648424972926
ENSG00000129744,ENSMUSG00000030996,83.43556484577765
ENSG00000148773,ENSMUSG00000031004,39.32846908456719
ENSG00000182220,ENSMUSG00000031007,97.4286
ENSG00000124486,ENSMUSG00000031010,99.2952
ENSG00000147044,ENSMUSG00000031012,99.566648283831
ENSG00000133789,ENSMUSG00000031015,98.1197
ENSG00000166483,ENSMUSG00000031016,92.56969999999998
ENSG00000175348,ENSMUSG00000031021,97.73297979937298
ENSG00000176029,ENSMUSG00000031022,65.36249749787959
ENSG00000166452,ENSMUSG00000031023,80.56874028885244
ENSG00000166444,ENSMUSG00000031024,95.11228400782444
ENSG00000166436,ENSMUSG00000031026,87.50001071098673
ENSG00000130413,ENSMUSG00000031027,77.61193060309635
ENSG00000166402,ENSMUSG00000031028,97.72505441332144
ENSG00000175390,ENSMUSG00000031029,92.20058854175197
ENSG00000147123,ENSMUSG00000031059,82.23683983723328
ENSG00000182872,ENSMUSG00000031060,97.6344
ENSG00000102225,ENSMUSG00000031065,98.99189999999999
ENSG00000102226,ENSMUSG00000031066,90.71157320640359
ENSG00000108010,ENSMUSG00000031068,87.72919773215547
ENSG00000172935,ENSMUSG00000031070,90.379
ENSG00000149716,ENSMUSG00000031072,79.57751491271559
ENSG00000162344,ENSMUSG00000031073,66.35944037033885
ENSG00000186895,ENSMUSG00000031074,85.53720258093625
ENSG00000131620,ENSMUSG00000031075,95.32515620145912
ENSG00000168040,ENSMUSG00000031077,84.26150303627978
ENSG00000085733,ENSMUSG00000031078,95.62042622009439
ENSG00000172890,ENSMUSG00000031090,91.26485876954611
ENSG00000147251,ENSMUSG00000031093,98.6493
ENSG00000158290,ENSMUSG00000031095,94.04826063867958
ENSG00000130598,ENSMUSG00000031097,94.62366847612353
ENSG00000149043,ENSMUSG00000031098,80.56261783903771
ENSG00000102038,ENSMUSG00000031099,97.185731442959
ENSG00000122122,ENSMUSG00000031101,96.84209999999999
ENSG00000102034,ENSMUSG00000031103,86.34291883941486
ENSG00000134594,ENSMUSG00000031104,98.7342
ENSG00000102078,ENSMUSG00000031105,99.3846
ENSG00000134597,ENSMUSG00000031107,84.25923912703702
ENSG00000165675,ENSMUSG00000031109,95.84391949374034
ENSG00000147255,ENSMUSG00000031111,92.8759866392121
ENSG00000134602,ENSMUSG00000031112,99.2788
ENSG00000076716,ENSMUSG00000031119,96.49592210153789
ENSG00000181804,ENSMUSG00000031129,95.73314233463417
ENSG00000102239,ENSMUSG00000031130,91.9799
ENSG00000102243,ENSMUSG00000031131,53.80529738835945
ENSG00000102245,ENSMUSG00000031132,86.37238173230661
ENSG00000129675,ENSMUSG00000031133,96.05689633189984
ENSG00000147274,ENSMUSG00000031134,99.2327
ENSG00000129682,ENSMUSG00000031137,99.59179999999999
ENSG00000101981,ENSMUSG00000031138,91.20169862310085
ENSG00000101977,ENSMUSG00000031139,84.05512433877757
ENSG00000102001,ENSMUSG00000031142,94.53163679707531
ENSG00000101997,ENSMUSG00000031143,92.0255
ENSG00000102003,ENSMUSG00000031144,98.24565006702571
ENSG00000012211,ENSMUSG00000031145,90.55687130369202
ENSG00000269313,ENSMUSG00000031147,70.51671018374378
ENSG00000068394,ENSMUSG00000031148,82.98753858921161
ENSG00000243279,ENSMUSG00000031149,93.25840000000001
ENSG00000147144,ENSMUSG00000031150,87.84905242406265
ENSG00000068400,ENSMUSG00000031153,96.4243021015848
ENSG00000068308,ENSMUSG00000031154,98.50484536988583
ENSG00000102096,ENSMUSG00000031155,83.84276733301733
ENSG00000102100,ENSMUSG00000031156,97.84533532651825
ENSG00000102103,ENSMUSG00000031157,95.07578576030099
ENSG00000126768,ENSMUSG00000031158,98.2558
ENSG00000187682,ENSMUSG00000031160,80.8695391247637
ENSG00000094631,ENSMUSG00000031161,82.14891765183123
ENSG00000102145,ENSMUSG00000031162,91.7676
ENSG00000171433,ENSMUSG00000031163,85.71429070669559
ENSG00000015285,ENSMUSG00000031165,89.82387670312487
ENSG00000101940,ENSMUSG00000031166,99.1753
ENSG00000147155,ENSMUSG00000031168,86.9565
ENSG00000102312,ENSMUSG00000031169,98.69850000000001
ENSG00000017483,ENSMUSG00000031170,92.74447485927146
ENSG00000068438,ENSMUSG00000031171,94.33381901507697
ENSG00000036473,ENSMUSG00000031173,95.4802
ENSG00000156313,ENSMUSG00000031174,53.03514953569803
ENSG00000165169,ENSMUSG00000031176,94.8276
ENSG00000155966,ENSMUSG00000031189,91.83121033857128
ENSG00000185010,ENSMUSG00000031196,82.95505487593563
ENSG00000155959,ENSMUSG00000031197,97.2010205660089
ENSG00000165775,ENSMUSG00000031198,84.70588191521422
ENSG00000214827,ENSMUSG00000031200,98.1308
ENSG00000185515,ENSMUSG00000031201,98.2818
ENSG00000155961,ENSMUSG00000031202,100.0
ENSG00000198881,ENSMUSG00000031204,92.65175203991566
ENSG00000147065,ENSMUSG00000031207,99.4801
ENSG00000089472,ENSMUSG00000031209,92.69978273998433
ENSG00000079482,ENSMUSG00000031214,95.6359
ENSG00000130052,ENSMUSG00000031216,86.1451477354925
ENSG00000090776,ENSMUSG00000031217,96.96089698982377
ENSG00000147160,ENSMUSG00000031220,92.49250000000002
ENSG00000089289,ENSMUSG00000031221,91.89985065709976
ENSG00000186675,ENSMUSG00000031224,90.8222
ENSG00000102390,ENSMUSG00000031226,82.59864150278513
ENSG00000198934,ENSMUSG00000031227,71.46666936162892
ENSG00000085224,ENSMUSG00000031229,90.01606637624005
ENSG00000196468,ENSMUSG00000031230,99.51689999999999
ENSG00000131174,ENSMUSG00000031231,88.75
ENSG00000102158,ENSMUSG00000031232,91.32292532794463
ENSG00000170950,ENSMUSG00000031233,93.0456
ENSG00000078596,ENSMUSG00000031239,96.57789999999999
ENSG00000122145,ENSMUSG00000031241,79.54328591663315
ENSG00000198157,ENSMUSG00000031245,50.290665641896794
ENSG00000131171,ENSMUSG00000031246,95.614
ENSG00000000005,ENSMUSG00000031250,98.1073
ENSG00000102359,ENSMUSG00000031253,96.03430705844622
ENSG00000102362,ENSMUSG00000031255,95.23808917210827
ENSG00000101811,ENSMUSG00000031256,96.45635152440984
ENSG00000007952,ENSMUSG00000031257,89.79592926088023
ENSG00000182489,ENSMUSG00000031258,95.99110000000002
ENSG00000102384,ENSMUSG00000031262,83.3555048469755
ENSG00000010671,ENSMUSG00000031264,99.8483
ENSG00000102393,ENSMUSG00000031266,86.58822960220981
ENSG00000123561,ENSMUSG00000031271,86.08796960896697
ENSG00000197565,ENSMUSG00000031273,85.89174245908366
ENSG00000188153,ENSMUSG00000031274,94.382
ENSG00000068366,ENSMUSG00000031278,96.01734353512751
ENSG00000101938,ENSMUSG00000031283,93.92267262146629
ENSG00000077264,ENSMUSG00000031284,97.73347180663632
ENSG00000077279,ENSMUSG00000031285,99.4536
ENSG00000123496,ENSMUSG00000031289,72.08388582146077
ENSG00000130224,ENSMUSG00000031290,95.28731190509295
ENSG00000008086,ENSMUSG00000031292,98.5417
ENSG00000102104,ENSMUSG00000031293,97.32139999999998
ENSG00000044446,ENSMUSG00000031295,94.81779999999999
ENSG00000165349,ENSMUSG00000031297,90.70334076418304
ENSG00000173698,ENSMUSG00000031298,89.14121004727258
ENSG00000131828,ENSMUSG00000031299,99.4872
ENSG00000196338,ENSMUSG00000031302,99.11398889090677
ENSG00000180815,ENSMUSG00000031303,90.9984827597423
ENSG00000147168,ENSMUSG00000031304,81.3008
ENSG00000177189,ENSMUSG00000031309,99.86490000000002
ENSG00000147130,ENSMUSG00000031310,97.3723
ENSG00000147140,ENSMUSG00000031311,98.5169578883527
ENSG00000147166,ENSMUSG00000031312,95.26538505791345
ENSG00000147133,ENSMUSG00000031314,96.42385972598649
ENSG00000198034,ENSMUSG00000031320,100.0
ENSG00000131264,ENSMUSG00000031326,87.63250551010114
ENSG00000204116,ENSMUSG00000031327,96.67402212575107
ENSG00000196924,ENSMUSG00000031328,98.4511
ENSG00000187969,ENSMUSG00000031330,66.66670075821713
ENSG00000131269,ENSMUSG00000031333,95.74470000000001
ENSG00000171100,ENSMUSG00000031337,97.01490000000001
ENSG00000102287,ENSMUSG00000031340,56.11819473453756
ENSG00000046653,ENSMUSG00000031342,99.0854
ENSG00000011677,ENSMUSG00000031343,93.46342111999162
ENSG00000268089,ENSMUSG00000031344,85.35434491908912
ENSG00000147400,ENSMUSG00000031347,98.2558
ENSG00000147383,ENSMUSG00000031349,91.42856643212805
ENSG00000147394,ENSMUSG00000031351,58.11260527387262
ENSG00000004961,ENSMUSG00000031352,91.11110099312856
ENSG00000102054,ENSMUSG00000031353,99.7647
ENSG00000125363,ENSMUSG00000031354,85.36585156096511
ENSG00000047648,ENSMUSG00000031355,89.24017827789176
ENSG00000169895,ENSMUSG00000031357,87.8661068779794
ENSG00000005302,ENSMUSG00000031358,94.07267427457414
ENSG00000047230,ENSMUSG00000031360,95.0512
ENSG00000126010,ENSMUSG00000031364,94.2708
ENSG00000182287,ENSMUSG00000031367,90.0
ENSG00000213397,ENSMUSG00000031371,76.1772895787815
ENSG00000183479,ENSMUSG00000031372,93.6441
ENSG00000169239,ENSMUSG00000031373,93.3754
ENSG00000189420,ENSMUSG00000031374,64.38049349204756
ENSG00000182492,ENSMUSG00000031375,97.69337015698581
ENSG00000067842,ENSMUSG00000031376,98.93439999999998
ENSG00000102010,ENSMUSG00000031377,93.53379423087715
ENSG00000101986,ENSMUSG00000031378,93.72048890811793
ENSG00000087842,ENSMUSG00000031379,97.5862
ENSG00000165197,ENSMUSG00000031380,90.16855382527052
ENSG00000165195,ENSMUSG00000031381,93.29205069837066
ENSG00000165192,ENSMUSG00000031382,94.1176
ENSG00000130829,ENSMUSG00000031383,82.29663975641184
ENSG00000102048,ENSMUSG00000031384,84.24659766138026
ENSG00000198753,ENSMUSG00000031385,89.74024717677794
ENSG00000172534,ENSMUSG00000031386,94.7878961777759
ENSG00000102032,ENSMUSG00000031387,89.14820737885772
ENSG00000102030,ENSMUSG00000031388,97.4468
ENSG00000089820,ENSMUSG00000031389,87.0748410596962
ENSG00000126895,ENSMUSG00000031390,89.7574
ENSG00000198910,ENSMUSG00000031391,93.48174094583116
ENSG00000184216,ENSMUSG00000031392,82.76335064085305
ENSG00000169057,ENSMUSG00000031393,95.6956871682417
ENSG00000102076,ENSMUSG00000031394,84.99335978017832
ENSG00000007350,ENSMUSG00000031397,84.29894053737291
ENSG00000130827,ENSMUSG00000031398,96.92759307926741
ENSG00000071889,ENSMUSG00000031399,95.07493465602762
ENSG00000160211,ENSMUSG00000031400,97.08740000000002
ENSG00000130830,ENSMUSG00000031402,94.42059999999998
ENSG00000130826,ENSMUSG00000031403,94.03715379085787
ENSG00000196507,ENSMUSG00000031409,84.5
ENSG00000269405,ENSMUSG00000031410,69.02084970151016
ENSG00000123562,ENSMUSG00000031422,97.5694
ENSG00000242019,ENSMUSG00000031424,57.63126412447392
ENSG00000123560,ENSMUSG00000031425,100.0
ENSG00000101843,ENSMUSG00000031429,96.28007394528701
ENSG00000101842,ENSMUSG00000031430,80.35263692332374
ENSG00000157514,ENSMUSG00000031431,93.7655667850285
ENSG00000147224,ENSMUSG00000031432,100.0
ENSG00000089682,ENSMUSG00000031433,93.135
ENSG00000133131,ENSMUSG00000031434,87.93565178450197
ENSG00000133135,ENSMUSG00000031438,97.1963
ENSG00000068650,ENSMUSG00000031441,92.89098893139567
ENSG00000126217,ENSMUSG00000031442,90.69566906898997
ENSG00000057593,ENSMUSG00000031443,81.34828922711732
ENSG00000126218,ENSMUSG00000031444,82.77264959178399
ENSG00000126231,ENSMUSG00000031445,79.5994753742481
ENSG00000139842,ENSMUSG00000031446,96.9697
ENSG00000185896,ENSMUSG00000031447,79.22239508156274
ENSG00000153531,ENSMUSG00000031448,54.257657128088
ENSG00000186009,ENSMUSG00000031449,92.99145431689605
ENSG00000185974,ENSMUSG00000031450,94.23247574410327
ENSG00000183087,ENSMUSG00000031451,87.27813615856755
ENSG00000283199,ENSMUSG00000031452,65.92917644294658
ENSG00000185989,ENSMUSG00000031453,97.9616
ENSG00000172301,ENSMUSG00000031458,81.23245401376096
ENSG00000036448,ENSMUSG00000031461,96.1065552230544
ENSG00000091879,ENSMUSG00000031465,93.03735533035352
ENSG00000155189,ENSMUSG00000031467,92.18107654170451
ENSG00000136098,ENSMUSG00000031478,82.39920845121188
ENSG00000136100,ENSMUSG00000031479,98.9637
ENSG00000136114,ENSMUSG00000031480,85.26132061971809
ENSG00000132958,ENSMUSG00000031481,68.12816455157048
ENSG00000102743,ENSMUSG00000031482,97.6744
ENSG00000147475,ENSMUSG00000031483,98.37998658297096
ENSG00000147471,ENSMUSG00000031485,81.98345454545453
ENSG00000020181,ENSMUSG00000031486,92.14659840721285
ENSG00000104221,ENSMUSG00000031487,90.58402135495007
ENSG00000156675,ENSMUSG00000031488,71.29440007053144
ENSG00000188778,ENSMUSG00000031489,81.52707128538846
ENSG00000187840,ENSMUSG00000031490,93.61700458487459
ENSG00000147434,ENSMUSG00000031491,90.4858
ENSG00000147432,ENSMUSG00000031492,91.54012362918377
ENSG00000179168,ENSMUSG00000031493,73.62233775560428
ENSG00000102524,ENSMUSG00000031497,75.08417685439974
ENSG00000187498,ENSMUSG00000031502,94.308
ENSG00000134871,ENSMUSG00000031503,89.1488594076998
ENSG00000139832,ENSMUSG00000031504,86.50965331126267
ENSG00000213995,ENSMUSG00000031505,83.86163472746972
ENSG00000143851,ENSMUSG00000031506,95.1321160110709
ENSG00000088448,ENSMUSG00000031508,87.42516540570959
ENSG00000102606,ENSMUSG00000031511,91.4842041507568
ENSG00000153495,ENSMUSG00000031512,42.8168907677026
ENSG00000104660,ENSMUSG00000031513,100.0
ENSG00000104671,ENSMUSG00000031516,88.31170258053633
ENSG00000150625,ENSMUSG00000031517,99.6403
ENSG00000150628,ENSMUSG00000031518,80.33332934722078
ENSG00000164122,ENSMUSG00000031519,97.26440000000001
ENSG00000150630,ENSMUSG00000031520,92.56592084633954
ENSG00000038002,ENSMUSG00000031521,88.1503
ENSG00000164741,ENSMUSG00000031523,89.41711678413763
ENSG00000104626,ENSMUSG00000031527,90.48989350379975
ENSG00000173273,ENSMUSG00000031529,97.92216522517472
ENSG00000120875,ENSMUSG00000031530,96.4646394322002
ENSG00000133872,ENSMUSG00000031532,83.4758184162444
ENSG00000102738,ENSMUSG00000031533,76.50834070273746
ENSG00000176209,ENSMUSG00000031534,89.49772403411046
ENSG00000104371,ENSMUSG00000031535,83.59550038732381
ENSG00000070501,ENSMUSG00000031536,98.806
ENSG00000104365,ENSMUSG00000031537,95.96825811575282
ENSG00000104368,ENSMUSG00000031538,88.84926354638554
ENSG00000070718,ENSMUSG00000031539,98.80379999999998
ENSG00000083168,ENSMUSG00000031540,92.38357181641621
ENSG00000029534,ENSMUSG00000031543,92.84393073049527
ENSG00000158669,ENSMUSG00000031545,99.3421
ENSG00000147536,ENSMUSG00000031546,93.72199999999998
ENSG00000104332,ENSMUSG00000031548,96.8153
ENSG00000188676,ENSMUSG00000031549,84.23643911371434
ENSG00000131203,ENSMUSG00000031551,75.30866347507984
ENSG00000168619,ENSMUSG00000031552,76.54319359175312
ENSG00000168615,ENSMUSG00000031555,89.17953037193833
ENSG00000169490,ENSMUSG00000031556,94.61358098053039
ENSG00000169499,ENSMUSG00000031557,92.7059
ENSG00000145147,ENSMUSG00000031558,98.46958538600315
ENSG00000218336,ENSMUSG00000031561,99.18728359688127
ENSG00000129187,ENSMUSG00000031562,96.62919999999998
ENSG00000151718,ENSMUSG00000031563,91.13074737803704
ENSG00000077782,ENSMUSG00000031565,98.36860409167357
ENSG00000182552,ENSMUSG00000031568,89.3617
ENSG00000147535,ENSMUSG00000031570,90.45797869587926
ENSG00000147465,ENSMUSG00000031574,93.49736110586738
ENSG00000129691,ENSMUSG00000031575,96.40286006935366
ENSG00000215262,ENSMUSG00000031576,75.94714396217945
ENSG00000129696,ENSMUSG00000031577,79.04308142394822
ENSG00000198042,ENSMUSG00000031578,94.29530290526307
ENSG00000165392,ENSMUSG00000031583,82.45672538700516
ENSG00000104687,ENSMUSG00000031584,90.01956667292167
ENSG00000197265,ENSMUSG00000031585,96.7409653292675
ENSG00000157110,ENSMUSG00000031586,86.53845630546562
ENSG00000109536,ENSMUSG00000031590,99.2248
ENSG00000104763,ENSMUSG00000031591,91.76175260015323
ENSG00000078674,ENSMUSG00000031592,92.56363696140863
ENSG00000104760,ENSMUSG00000031594,89.7763334769109
ENSG00000104213,ENSMUSG00000031595,94.93330000000002
ENSG00000003989,ENSMUSG00000031596,93.69367942356617
ENSG00000155975,ENSMUSG00000031600,94.4584
ENSG00000198791,ENSMUSG00000031601,100.0
ENSG00000078579,ENSMUSG00000031603,96.6825
ENSG00000052802,ENSMUSG00000031604,94.8805
ENSG00000109466,ENSMUSG00000031605,97.82606054210802
ENSG00000109586,ENSMUSG00000031608,98.17349999999999
ENSG00000164105,ENSMUSG00000031609,97.2727
ENSG00000164106,ENSMUSG00000031610,87.7551
ENSG00000164120,ENSMUSG00000031613,93.08412336517269
ENSG00000151617,ENSMUSG00000031616,96.2529
ENSG00000164168,ENSMUSG00000031617,72.45279526877835
ENSG00000151623,ENSMUSG00000031618,95.3252
ENSG00000234828,ENSMUSG00000031620,74.94948681358849
ENSG00000175329,ENSMUSG00000031621,59.13755591919486
ENSG00000127511,ENSMUSG00000031622,94.16517222422773
ENSG00000154556,ENSMUSG00000031626,90.61258913223561
ENSG00000168310,ENSMUSG00000031627,96.5616
ENSG00000164305,ENSMUSG00000031628,93.86279999999998
ENSG00000151725,ENSMUSG00000031629,71.01446999229807
ENSG00000164323,ENSMUSG00000031631,76.923081691155
ENSG00000151729,ENSMUSG00000031633,98.32220000000001
ENSG00000109775,ENSMUSG00000031634,92.043038186374
ENSG00000109511,ENSMUSG00000031635,94.7531
ENSG00000154553,ENSMUSG00000031636,96.978
ENSG00000109771,ENSMUSG00000031637,89.35573549497404
ENSG00000164342,ENSMUSG00000031639,87.89387312714533
ENSG00000145439,ENSMUSG00000031641,94.29172853943834
ENSG00000154447,ENSMUSG00000031642,93.87293305597338
ENSG00000137601,ENSMUSG00000031644,89.02775751156359
ENSG00000088926,ENSMUSG00000031645,87.1096941501956
ENSG00000198948,ENSMUSG00000031647,94.3765
ENSG00000184108,ENSMUSG00000031651,86.56715656501773
ENSG00000102921,ENSMUSG00000031652,88.98824984812644
ENSG00000102924,ENSMUSG00000031654,99.48190000000001
ENSG00000155393,ENSMUSG00000031657,93.00959962455511
ENSG00000121281,ENSMUSG00000031659,87.83847143661319
ENSG00000140807,ENSMUSG00000031661,90.9670473121341
ENSG00000167208,ENSMUSG00000031662,85.21461139062775
ENSG00000103449,ENSMUSG00000031665,93.84203660832218
ENSG00000103479,ENSMUSG00000031666,95.07475578440399
ENSG00000166971,ENSMUSG00000031667,97.9452
ENSG00000172071,ENSMUSG00000031668,92.19732581905781
